"PTNR_REGIONAL_MASTER_CD","COUNTRY_CD","YEARWEEK","SALESLOCALCURRENCY","LOCALCURRENCYCONVERSIONRATE"
0,AE,202129,4628649.850000929,0.27248142
0,AE,202130,7973773.880000549,0.27248142
0,AE,202131,5199437.560000433,0.27248142
0,AE,202132,6804934.779999819,0.27248142
0,AE,202133,3939255.1300003952,0.27248142
0,AE,202134,6022336.770000187,0.27248142
0,AE,202135,7787266.089999971,0.27248142
0,AE,202136,6666455.960000117,0.27248142
0,AE,202137,4392617.270000317,0.27248142
0,AE,202138,4873824.36000148,0.27248142
0,AE,202139,9140020.240000837,0.27248142
0,AE,202140,10123523.20999999,0.27248142
0,AE,202141,5623394.410000138,0.27248142
0,AE,202142,7478202.31000048,0.27248142
0,AE,202143,10484486.31000029,0.27248142
0,AE,202144,9381827.960000537,0.27248142
0,AE,202145,12084262.280000754,0.27248142
0,AE,202146,8918406.150000308,0.27248142
0,AE,202147,11309604.000000272,0.27248142
0,AE,202148,13072155.050000837,0.27248142
0,AE,202149,8869591.930001356,0.27248142
0,AE,202150,7882043.700001173,0.27248142
0,AE,202151,7056586.870001102,0.27248142
0,AE,202152,8021969.000001094,0.27248142
0,AE,202201,5183674.370000286,0.27248142
0,AE,202202,4370099.680000062,0.27248142
0,AE,202203,4356748.240000296,0.27248142
0,AE,202204,5333626.240000146,0.27248142
0,AE,202205,7811344.830000406,0.27248142
0,AE,202205,6872.6500000000015,
0,AE,202206,6249581.090000343,0.27248142
0,AE,202206,10999.110000000002,
0,AE,202207,5376242.670000441,0.27248142
0,AE,202207,8614.44000000001,
0,AE,202208,9652285.88000029,0.27248142
0,AE,202208,15471.460000000014,
0,AE,202209,66017.53,
0,AE,202209,11110773.969999947,0.27248142
0,AE,202210,79681.12000000007,
0,AE,202210,4685806.420000469,0.27248142
0,AE,202211,73636.49000000017,
0,AE,202211,3446944.980000387,0.27248142
0,AE,202212,5036515.899999784,0.27248142
0,AE,202212,91114.96000000002,
0,AE,202213,11527132.399999619,0.27248142
0,AE,202213,550834.9600000059,
0,AE,202214,6290390.330000304,0.27248142
0,AE,202214,357354.02999999956,
0,AE,202215,3656858.2399999844,0.27248142
0,AE,202215,218755.43999999922,
0,AE,202216,226877.11999999898,
0,AE,202216,3716871.940000354,0.27248142
0,AE,202217,8294718.240000296,0.27248142
0,AE,202217,531063.2199999971,
0,AE,202218,7772461.330000515,0.27248142
0,AE,202218,486234.41999999934,
0,AE,202219,302369.12999999686,
0,AE,202219,5141943.690000091,0.27248142
0,AE,202220,300605.629999996,
0,AE,202220,4491487.940000426,0.27248142
0,AE,202221,681602.5199999994,
0,AE,202221,13732977.24999904,0.27248142
0,AE,202222,739716.169999999,
0,AE,202222,12543336.470000137,0.27248142
0,AE,202223,699395.819999998,
0,AE,202223,11521625.620000228,0.27248142
0,AE,202224,8716436.61000078,0.27248142
0,AE,202224,593808.2499999997,
0,AE,202225,519653.1999999972,
0,AE,202225,8143229.040001469,0.27248142
0,AE,202226,6653557.070000616,0.27248142
0,AE,202226,424848.2399999981,
0,AE,202227,318913.3099999963,
0,AE,202227,3669597.820000185,0.27248142
0,AE,202228,282401.56999999634,
0,AE,202228,3256260.0800003693,0.27248142
0,AE,202229,3400597.1800006274,0.27248142
0,AE,202229,307493.059999995,
0,AE,202230,425185.5799999961,
0,AE,202230,5891387.73000082,0.27248142
0,AE,202231,414748.5799999985,
0,AE,202231,5292389.100000338,0.27248142
0,AE,202232,343042.48999999487,
0,AE,202232,4360543.30000036,0.27248142
0,AE,202233,3265954.850000292,0.27248142
0,AE,202233,280812.349999997,
0,AE,202234,6935139.390000582,0.27248142
0,AE,202234,15918.740000000009,1.0
0,AE,202234,458256.86999999627,
0,AE,202235,11776257.33999953,0.27248142
0,AE,202235,55973.62000000001,1.0
0,AE,202235,813151.5199999985,
0,AE,202236,636436.7699999961,
0,AE,202236,35557.06000000003,1.0
0,AE,202236,9694095.020000413,0.27248142
0,AE,202237,358172.73999999755,
0,AE,202237,4662683.540000125,0.27248142
0,AE,202237,22844.13,1.0
0,AE,202238,12833.420000000002,1.0
0,AE,202238,3752412.590000323,0.27248142
0,AE,202238,362301.20999999845,
0,AE,202239,457519.39000000124,
0,AE,202239,26883.940000000017,1.0
0,AE,202239,5383798.520000353,0.27248142
0,AE,202240,8366066.020000678,0.27248142
0,AE,202240,585795.4099999982,
0,AE,202240,24998.600000000028,1.0
0,AE,202241,8341065.300000629,0.27248142
0,AE,202241,646696.8899999991,
0,AE,202241,30088.34,1.0
0,AE,202242,21071.319999999974,1.0
0,AE,202242,6770607.9999984605,0.27248142
0,AE,202242,462746.4900000083,
0,AE,202243,31393.58999999999,1.0
0,AE,202243,784720.6400000023,
0,AE,202243,9679464.630000679,0.27248142
0,AE,202244,37861.350000000035,1.0
0,AE,202244,12205029.750000495,0.27248142
0,AE,202244,842200.2199999923,
0,AE,202245,46707.21000000002,1.0
0,AE,202245,12748479.179999907,0.27248142
0,AE,202245,932446.6099999943,
0,AE,202246,28518.36999999997,1.0
0,AE,202246,850239.2700000026,
0,AE,202246,10851314.34999909,0.27248142
0,AE,202247,9552743.25999959,0.27248142
0,AE,202247,839412.7300000049,
0,AE,202247,31684.67999999998,1.0
0,AE,202248,11590204.359998789,0.27248142
0,AE,202248,1006768.110000013,
0,AE,202248,48594.66999999993,1.0
0,AE,202249,1045325.1200000204,
0,AE,202249,48929.79000000019,1.0
0,AE,202249,13704591.120000955,0.27248142
0,AE,202250,895895.8000000181,
0,AE,202250,10417157.669999035,0.27248142
0,AE,202250,39260.669999999925,1.0
0,AE,202251,9609733.239998605,0.27248142
0,AE,202251,795248.8500000121,
0,AE,202251,41510.7799999999,1.0
0,AE,202252,8999238.839997817,0.27248142
0,AE,202252,818892.9200000191,
0,AE,202252,37407.08999999988,1.0
0,AE,202301,29805.17999999995,1.0
0,AE,202301,650508.4200000095,
0,AE,202301,6674979.269998794,0.27248142
0,AE,202302,492419.77000000776,
0,AE,202302,22012.909999999985,1.0
0,AE,202302,4985094.749999214,0.27248142
0,AE,202303,18879.420000000006,1.0
0,AE,202303,4678879.749999603,0.27248142
0,AE,202303,472848.16000000195,
0,AE,202304,1738.4100000000003,
0,AE,202305,40164.92999999999,
0,AE,202306,245.65,
0,AT,202224,759.59,
0,AT,202225,3810.9700000000034,
0,AT,202226,5143.259999999998,
0,AT,202227,1064.9899999999996,
0,AT,202228,2861.189999999999,
0,AT,202229,1205.8199999999995,
0,AT,202230,2166.4699999999993,
0,AT,202231,2124.4299999999994,
0,AT,202232,3289.2300000000005,
0,AT,202233,2618.0400000000004,
0,AT,202234,1669.8800000000008,
0,AT,202235,5049.470000000001,
0,AT,202236,2814.689999999999,
0,AT,202237,7826.2300000000005,
0,AT,202238,3818.4099999999985,
0,AT,202239,2972.4699999999993,
0,AT,202240,14591.150000000005,
0,AT,202241,7893.319999999996,
0,AT,202242,26910.50999999994,
0,AT,202243,22387.779999999977,
0,AT,202244,33853.770000000004,
0,AT,202245,8725.779999999988,
0,AT,202246,7359.710000000001,
0,AT,202247,71693.11999999997,
0,AT,202248,53245.78999999977,
0,AT,202249,73697.76999999999,
0,AT,202250,47605.08999999996,
0,AT,202251,35970.21999999984,
0,AT,202252,30668.43999999984,
0,AT,202301,26754.48999999988,
0,AT,202302,31728.939999999966,
0,AT,202303,24880.109999999942,
0,AU,202013,190.82,
0,AU,202036,176020.46999999887,0.65936983
0,AU,202037,331071.2600000022,0.65936983
0,AU,202038,170113.67999999813,0.65936983
0,AU,202039,332439.629999999,0.65936983
0,AU,202040,479610.8799999959,0.65936983
0,AU,202041,581845.5399999903,0.65936983
0,AU,202042,480726.33999999595,0.65936983
0,AU,202043,822650.3100000016,0.65936983
0,AU,202044,568523.3399999904,0.65936983
0,AU,202045,515521.3499999929,0.65936983
0,AU,202046,617589.9999999913,0.65936983
0,AU,202047,751950.3099999886,0.65936983
0,AU,202048,374297.24999999936,0.65936983
0,AU,202049,263381.1899999961,0.65936983
0,AU,202050,183754.03999999817,0.65936983
0,AU,202051,178671.6399999984,0.65936983
0,AU,202052,228276.75999999748,0.65936983
0,AU,202101,162134.22999999754,0.65936983
0,AU,202102,188112.91999999806,0.65936983
0,AU,202103,150685.42999999938,0.65936983
0,AU,202104,168386.0999999997,0.65936983
0,AU,202105,177707.40999999963,0.65936983
0,AU,202106,277967.759999999,0.65936983
0,AU,202107,209713.10999999897,0.65936983
0,AU,202108,160115.8399999993,0.65936983
0,AU,202109,179206.81999999954,0.65936983
0,AU,202110,251706.10999999975,0.65936983
0,AU,202111,175355.20999999973,0.65936983
0,AU,202112,187275.5199999987,0.65936983
0,AU,202113,212466.59999999954,0.65936983
0,AU,202114,256409.37000000235,0.65936983
0,AU,202115,185660.8399999982,0.65936983
0,AU,202116,164223.05999999854,0.65936983
0,AU,202117,124150.42999999993,0.65936983
0,AU,202118,115576.63000000105,0.65936983
0,AU,202119,310718.44999999757,0.65936983
0,AU,202120,371957.5299999973,0.65936983
0,AU,202121,292896.87000000174,0.65936983
0,AU,202122,191082.57000000126,0.65936983
0,AU,202123,280998.2900000015,0.65936983
0,AU,202124,136449.56999999922,0.65936983
0,AU,202125,69785.56999999985,0.65936983
0,AU,202126,81791.59999999983,0.65936983
0,AU,202127,5534.230000000003,
0,AU,202127,184712.09999999966,0.65936983
0,AU,202128,2659.7799999999997,
0,AU,202128,148740.7299999991,0.65936983
0,AU,202129,5003.429999999998,
0,AU,202129,174978.40999999864,0.65936983
0,AU,202130,265387.60999999946,0.65936983
0,AU,202130,11781.200000000004,
0,AU,202131,124480.17999999973,0.65936983
0,AU,202132,170109.09999999852,0.65936983
0,AU,202133,136216.78999999972,0.65936983
0,AU,202134,2757.6800000000003,
0,AU,202134,349829.6700000006,0.65936983
0,AU,202135,104860.91999999952,0.65936983
0,AU,202135,6998.7199999999975,
0,AU,202136,4455.93,
0,AU,202136,126409.88999999968,0.65936983
0,AU,202137,5119.080000000002,
0,AU,202137,268448.4099999989,0.65936983
0,AU,202138,280620.0899999995,0.65936983
0,AU,202138,3980.83,
0,AU,202139,368876.72000000055,0.65936983
0,AU,202139,1133.0900000000001,
0,AU,202140,467008.74999999517,0.65936983
0,AU,202140,97.08999999999999,
0,AU,202141,586978.3999999957,0.65936983
0,AU,202141,299.83,
0,AU,202142,399762.95999999624,0.65936983
0,AU,202142,1022.0700000000004,
0,AU,202143,1061483.5999999994,0.65936983
0,AU,202143,1369.94,
0,AU,202144,310.14,
0,AU,202144,920216.2099999863,0.65936983
0,AU,202145,675198.4799999999,0.65936983
0,AU,202146,720140.3799999986,0.65936983
0,AU,202147,780897.6600000146,0.65936983
0,AU,202148,766318.9500000078,0.65936983
0,AU,202149,611961.4799999946,0.65936983
0,AU,202150,466848.41999999486,0.65936983
0,AU,202151,444104.25999999593,0.65936983
0,AU,202152,308724.85999999865,0.65936983
0,AU,202201,226324.2500000004,0.65936983
0,AU,202202,212850.35999999856,0.65936983
0,AU,202203,225632.17999999883,0.65936983
0,AU,202204,223576.46999999942,0.65936983
0,AU,202205,287783.75000000064,0.65936983
0,AU,202206,280965.0099999989,0.65936983
0,AU,202207,336798.9599999998,0.65936983
0,AU,202207,17134.509999999987,
0,AU,202208,345418.6100000016,0.65936983
0,AU,202208,40631.69999999999,
0,AU,202209,314349.9199999993,0.65936983
0,AU,202209,36697.66000000003,
0,AU,202210,37168.49000000009,
0,AU,202210,258415.72999999864,0.65936983
0,AU,202211,40984.61999999998,
0,AU,202211,247292.59999999957,0.65936983
0,AU,202212,40184.609999999986,
0,AU,202212,233758.99000000232,0.65936983
0,AU,202213,186672.76000000187,0.65936983
0,AU,202213,34181.37999999994,
0,AU,202214,51196.609999999986,
0,AU,202214,275956.99000000296,0.65936983
0,AU,202215,219800.12000000177,0.65936983
0,AU,202215,29012.569999999985,
0,AU,202216,34662.25999999994,
0,AU,202216,198773.0800000017,0.65936983
0,AU,202217,216239.17000000243,0.65936983
0,AU,202217,29304.779999999973,
0,AU,202218,204081.0000000003,0.65936983
0,AU,202218,30620.519999999982,
0,AU,202219,471567.4999999999,0.65936983
0,AU,202219,41170.789999999986,
0,AU,202220,430952.9199999989,0.65936983
0,AU,202220,45675.48000000002,
0,AU,202221,39936.03000000004,
0,AU,202221,309579.0099999983,0.65936983
0,AU,202222,36909.27000000004,
0,AU,202222,282796.8499999994,0.65936983
0,AU,202223,264276.5399999984,0.65936983
0,AU,202223,40964.81999999999,
0,AU,202224,217135.2899999993,0.65936983
0,AU,202224,30511.360000000037,
0,AU,202225,202886.7999999995,0.65936983
0,AU,202225,26603.800000000025,
0,AU,202226,161939.9799999998,0.65936983
0,AU,202226,22974.620000000017,
0,AU,202227,21893.56,
0,AU,202227,137111.92999999985,0.65936983
0,AU,202228,192431.81999999934,0.65936983
0,AU,202228,27483.630000000012,
0,AU,202229,26409.22000000003,
0,AU,202229,232542.1099999989,0.65936983
0,AU,202230,31280.490000000016,
0,AU,202230,268287.9599999996,0.65936983
0,AU,202231,37504.57000000003,
0,AU,202231,348379.239999998,0.65936983
0,AU,202232,34446.93,
0,AU,202232,264401.2299999988,0.65936983
0,AU,202233,37259.69000000001,
0,AU,202233,408013.0200000007,0.65936983
0,AU,202234,322366.51999999816,0.65936983
0,AU,202234,41550.07000000001,
0,AU,202235,309527.09999999305,0.65936983
0,AU,202235,43841.440000000046,
0,AU,202236,45689.960000000065,
0,AU,202236,382236.3499999969,0.65936983
0,AU,202237,47252.45000000001,
0,AU,202237,441534.9900000019,0.65936983
0,AU,202238,40364.98999999999,
0,AU,202238,332353.9500000012,0.65936983
0,AU,202239,537041.6799999994,0.65936983
0,AU,202239,34914.80999999997,
0,AU,202240,535703.4299999985,0.65936983
0,AU,202240,42796.06000000005,
0,AU,202241,637621.6400000041,0.65936983
0,AU,202241,48603.19999999999,
0,AU,202242,44312.18000000002,
0,AU,202242,475208.699999994,0.65936983
0,AU,202243,98270.5300000001,
0,AU,202243,1081278.360000004,0.65936983
0,AU,202244,950350.8199999954,0.65936983
0,AU,202244,75255.56000000016,
0,AU,202245,75849.42000000017,
0,AU,202245,645211.269999992,0.65936983
0,AU,202246,685485.6399999883,0.65936983
0,AU,202246,77105.93000000027,
0,AU,202247,1010219.0000000054,0.65936983
0,AU,202247,102623.59000000003,
0,AU,202248,96051.87000000005,
0,AU,202248,850664.2099999937,0.65936983
0,AU,202249,496953.759999999,0.65936983
0,AU,202249,49240.930000000095,
0,AU,202250,364065.76999999955,0.65936983
0,AU,202250,36219.10999999997,
0,AU,202251,35842.25999999999,
0,AU,202251,315122.3400000004,0.65936983
0,AU,202252,213944.3400000015,0.65936983
0,AU,202252,30052.239999999987,
0,AU,202301,21239.599999999984,
0,AU,202301,184709.2400000011,0.65936983
0,AU,202302,190185.84000000035,0.65936983
0,AU,202302,27649.61999999999,
0,AU,202303,30966.139999999978,
0,AU,202303,222675.03999999896,0.65936983
0,BE,202246,39215.390000000065,
0,BE,202247,57504.160000000076,
0,BE,202248,31342.02000000007,
0,BE,202249,34852.29000000004,
0,BE,202250,19896.719999999998,
0,BE,202251,15708.110000000019,
0,BE,202252,14670.700000000013,
0,BE,202301,14789.920000000011,
0,BE,202302,11793.919999999986,
0,BE,202303,11966.279999999984,
0,BH,202036,68594.18999999716,2.64559596
0,BH,202037,64737.909999998534,2.64559596
0,BH,202038,49112.979999998824,2.64559596
0,BH,202039,108003.51999999846,2.64559596
0,BH,202040,73833.13999999703,2.64559596
0,BH,202041,96407.76999999779,2.64559596
0,BH,202042,53845.449999997734,2.64559596
0,BH,202043,170217.9999999924,2.64559596
0,BH,202044,108771.42999999833,2.64559596
0,BH,202045,67355.65999999538,2.64559596
0,BH,202046,71628.0899999972,2.64559596
0,BH,202047,88874.50999999334,2.64559596
0,BH,202048,128051.93999999748,2.64559596
0,BH,202049,160399.35000000347,2.64559596
0,BH,202050,111316.16000000076,2.64559596
0,BH,202051,88465.39999999851,2.64559596
0,BH,202052,180744.8800000025,2.64559596
0,BH,202101,116182.69000000037,2.64559596
0,BH,202102,51798.949999999124,2.64559596
0,BH,202103,36225.20000000055,2.64559596
0,BH,202104,59718.349999999715,2.64559596
0,BH,202105,58951.97999999969,2.64559596
0,BH,202106,45628.9500000002,2.64559596
0,BH,202107,58240.69999999922,2.64559596
0,BH,202108,162538.90000000197,2.64559596
0,BH,202109,161191.03000000468,2.64559596
0,BH,202110,96740.24000000073,2.64559596
0,BH,202111,30318.290000000306,2.64559596
0,BH,202112,45730.81000000049,2.64559596
0,BH,202113,64099.330000000504,2.64559596
0,BH,202114,64530.43999999961,2.64559596
0,BH,202115,58715.71000000022,2.64559596
0,BH,202116,39690.40999999893,2.64559596
0,BH,202117,45259.42000000036,2.64559596
0,BH,202118,52182.1600000001,2.64559596
0,BH,202119,107144.46999999984,2.64559596
0,BH,202120,92941.11000000009,2.64559596
0,BH,202121,122723.74000000014,2.64559596
0,BH,202122,114899.91,2.64559596
0,BH,202123,187767.89000000665,2.64559596
0,BH,202124,203007.7000000084,2.64559596
0,BH,202125,140694.56000000364,2.64559596
0,BH,202126,146454.46000000398,2.64559596
0,BH,202127,76089.09999999953,2.64559596
0,BH,202128,57321.27000000058,2.64559596
0,BH,202129,68584.10000000123,2.64559596
0,BH,202130,143852.55000000432,2.64559596
0,BH,202131,86728.76999999997,2.64559596
0,BH,202132,80129.72000000066,2.64559596
0,BH,202133,58587.34999999966,2.64559596
0,BH,202134,87684.01000000064,2.64559596
0,BH,202135,130645.97000000381,2.64559596
0,BH,202136,101623.13000000296,2.64559596
0,BH,202137,78682.21000000066,2.64559596
0,BH,202138,67359.79999999935,2.64559596
0,BH,202139,94729.9400000009,2.64559596
0,BH,202140,142642.3400000009,2.64559596
0,BH,202141,79591.65000000078,2.64559596
0,BH,202142,104687.64000000084,2.64559596
0,BH,202143,183446.9200000015,2.64559596
0,BH,202144,95002.85999999936,2.64559596
0,BH,202145,132807.8400000034,2.64559596
0,BH,202146,117888.5500000014,2.64559596
0,BH,202147,152820.15000000226,2.64559596
0,BH,202148,232798.14999999927,2.64559596
0,BH,202149,144217.38999999984,2.64559596
0,BH,202150,122426.90000000116,2.64559596
0,BH,202151,103047.44000000026,2.64559596
0,BH,202152,116043.04000000066,2.64559596
0,BH,202201,61339.85999999941,2.64559596
0,BH,202202,41212.98000000039,2.64559596
0,BH,202203,38329.89000000018,2.64559596
0,BH,202204,57162.22999999957,2.64559596
0,BH,202205,60956.809999999954,2.64559596
0,BH,202206,47314.45000000017,2.64559596
0,BH,202207,55642.7200000011,2.64559596
0,BH,202208,165099.01000000304,2.64559596
0,BH,202209,141158.04000000207,2.64559596
0,BH,202210,36647.53999999949,2.64559596
0,BH,202211,35544.64000000026,2.64559596
0,BH,202212,52485.02999999976,2.64559596
0,BH,202213,144411.1300000026,2.64559596
0,BH,202214,67833.09999999918,2.64559596
0,BH,202215,41485.760000000366,2.64559596
0,BH,202216,41558.28999999967,2.64559596
0,BH,202217,91021.71000000034,2.64559596
0,BH,202218,84254.12999999918,2.64559596
0,BH,202219,71433.95999999967,2.64559596
0,BH,202220,44199.74999999991,2.64559596
0,BH,202221,267125.9699999987,2.64559596
0,BH,202222,187789.09999999937,2.64559596
0,BH,202223,166985.38000000024,2.64559596
0,BH,202224,160556.5299999996,2.64559596
0,BH,202225,159678.96999999994,2.64559596
0,BH,202226,106125.36000000019,2.64559596
0,BH,202227,47050.40999999961,2.64559596
0,BH,202228,36067.00999999957,2.64559596
0,BH,202229,47313.28999999974,2.64559596
0,BH,202230,108972.09999999951,2.64559596
0,BH,202231,66631.64999999948,2.64559596
0,BH,202232,58211.07999999977,2.64559596
0,BH,202233,36202.52999999965,2.64559596
0,BH,202234,113565.9000000017,2.64559596
0,BH,202235,182587.6600000041,2.64559596
0,BH,202236,139927.79000000225,2.64559596
0,BH,202237,53515.53000000086,2.64559596
0,BH,202238,44913.660000000455,2.64559596
0,BH,202239,56274.60999999963,2.64559596
0,BH,202240,95704.20000000185,2.64559596
0,BH,202241,48010.69999999982,2.64559596
0,BH,202242,83610.05000000115,2.64559596
0,BH,202243,136201.280000002,2.64559596
0,BH,202244,173781.8600000036,2.64559596
0,BH,202245,128515.3599999978,2.64559596
0,BH,202246,113304.8899999992,2.64559596
0,BH,202247,95561.90999999864,2.64559596
0,BH,202248,137343.05999999697,2.64559596
0,BH,202249,181507.00000000015,2.64559596
0,BH,202250,146769.6999999955,2.64559596
0,BH,202251,137985.21999999828,2.64559596
0,BH,202252,136875.32,2.64559596
0,BH,202301,81930.52000000035,2.64559596
0,BH,202302,46597.67000000054,2.64559596
0,BH,202303,44632.62000000072,2.64559596
0,CL,201948,24660619,0.00108925
0,CL,201949,90996807,0.00108925
0,CL,201950,87274765,0.00108925
0,CL,202036,96417017,0.00108925
0,CL,202037,111898460,0.00108925
0,CL,202038,116077011,0.00108925
0,CL,202039,101830132,0.00108925
0,CL,202040,195980289,0.00108925
0,CL,202041,122356112,0.00108925
0,CL,202042,134503219,0.00108925
0,CL,202043,243202472,0.00108925
0,CL,202044,153288225,0.00108925
0,CL,202045,212546261,0.00108925
0,CL,202046,234188529,0.00108925
0,CL,202047,166497357,0.00108925
0,CL,202048,127681813,0.00108925
0,CL,202049,199434954,0.00108925
0,CL,202050,111880935,0.00108925
0,CL,202051,126946156,0.00108925
0,CL,202052,130187841,0.00108925
0,CL,202101,116637048,0.00108925
0,CL,202102,110964829,0.00108925
0,CL,202103,100586792,0.00108925
0,CL,202104,112848055,0.00108925
0,CL,202105,122576156,0.00108925
0,CL,202106,95850095,0.00108925
0,CL,202107,107852914,0.00108925
0,CL,202108,86350573,0.00108925
0,CL,202109,54046972,0.00108925
0,CL,202110,67296407,0.00108925
0,CL,202111,123712693,0.00108925
0,CL,202112,53089682,0.00108925
0,CL,202113,116814731,0.00108925
0,CL,202114,111764921,0.00108925
0,CL,202115,130792825,0.00108925
0,CL,202116,121016519,0.00108925
0,CL,202117,138953184,0.00108925
0,CL,202118,404168763,0.00108925
0,CL,202119,106849032,0.00108925
0,CL,202120,69375139,0.00108925
0,CL,202121,71215128,0.00108925
0,CL,202122,127989899,0.00108925
0,CL,202123,132400279,0.00108925
0,CL,202124,115293679,0.00108925
0,CL,202125,145252718,0.00108925
0,CL,202126,171405582,0.00108925
0,CL,202127,167046799,0.00108925
0,CL,202128,133613701,0.00108925
0,CL,202129,126440795,0.00108925
0,CL,202130,124124627,0.00108925
0,CL,202131,143688378,0.00108925
0,CL,202132,144484940,0.00108925
0,CL,202133,125981540,0.00108925
0,CL,202134,130044743,0.00108925
0,CL,202135,129921558,0.00108925
0,CL,202136,297966071,0.00108925
0,CL,202137,127289722,0.00108925
0,CL,202138,116052192,0.00108925
0,CL,202139,153513710,0.00108925
0,CL,202140,161414715,0.00108925
0,CL,202141,203832551,0.00108925
0,CL,202142,217139732,0.00108925
0,CL,202143,389396060,0.00108925
0,CL,202144,422328757,0.00108925
0,CL,202145,299312588,0.00108925
0,CL,202146,370798918,0.00108925
0,CL,202147,331108184,0.00108925
0,CL,202148,230837382,0.00108925
0,CL,202149,487882789,0.00108925
0,CL,202150,163401701,0.00108925
0,CL,202151,165099396,0.00108925
0,CL,202152,169834608,0.00108925
0,CL,202201,168296579,0.00108925
0,CL,202202,171073839,0.00108925
0,CL,202203,158719220,0.00108925
0,CL,202204,164707100,0.00108925
0,CL,202205,175354835,0.00108925
0,CL,202206,156315709,0.00108925
0,CL,202207,146974428,0.00108925
0,CL,202208,152656814,0.00108925
0,CL,202209,160315282,0.00108925
0,CL,202210,157441112,0.00108925
0,CL,202211,200536883,0.00108925
0,CL,202212,162258103,0.00108925
0,CL,202213,186320585,0.00108925
0,CL,202214,255675277,0.00108925
0,CL,202215,178553676,0.00108925
0,CL,202216,157207696,0.00108925
0,CL,202217,151792078,0.00108925
0,CL,202218,331705323,0.00108925
0,CL,202219,184901805,0.00108925
0,CL,202220,154484419,0.00108925
0,CL,202221,147485673,0.00108925
0,CL,202222,193205326,0.00108925
0,CL,202223,219184839,0.00108925
0,CL,202224,217911386,0.00108925
0,CL,202225,220358573,0.00108925
0,CL,202226,209344694,0.00108925
0,CL,202227,212163842,0.00108925
0,CL,202228,187739836,0.00108925
0,CL,202229,179960229,0.00108925
0,CL,202230,182382687,0.00108925
0,CL,202231,203503318,0.00108925
0,CL,202232,165592521,0.00108925
0,CL,202233,163127732,0.00108925
0,CL,202234,143688211,0.00108925
0,CL,202235,195622814,0.00108925
0,CL,202236,354527622,0.00108925
0,CL,202237,160567722,0.00108925
0,CL,202238,142214639,0.00108925
0,CL,202239,249024890,0.00108925
0,CL,202240,185957370,0.00108925
0,CL,202241,165406314,0.00108925
0,CL,202242,195230833,0.00108925
0,CL,202243,14945880,
0,CL,202243,351378596,0.00108925
0,CL,202244,382298546,0.00108925
0,CL,202244,22470897,
0,CL,202245,20577334,
0,CL,202245,306508792,0.00108925
0,CL,202246,24154540,
0,CL,202246,391771252,0.00108925
0,CL,202247,549368248,0.00108925
0,CL,202247,39208138,
0,CL,202248,13508815,
0,CL,202248,204511702,0.00108925
0,CL,202249,197680178,0.00108925
0,CL,202249,14329810,
0,CL,202250,208752093,0.00108925
0,CL,202250,13693017,
0,CL,202251,231341321,0.00108925
0,CL,202251,12105845,
0,CL,202252,226599665,0.00108925
0,CL,202252,15702025,
0,CL,202301,15140904,
0,CL,202301,191445087,0.00108925
0,CL,202302,181411060,0.00108925
0,CL,202302,13484141,
0,CL,202303,11238737,
0,CL,202303,172087510,0.00108925
0,CN,202129,31056.750000000015,
0,CN,202130,135120.17000000007,
0,CN,202131,123284.48000000013,
